World Englishes*Jennifer Jenkins*http://books.google.com/books/content?id=BUZhPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api*No Publisher Info*2009*English*Routledge English Language Introductions cover core areas of language study and are one-stop resources for students. World Englishes: is a comprehensive introduction to the subject covers the major historical and sociopolitical developments in world Englishes, from the reign of Queen Elizabeth I to the present day explores current debates in world Englishes from English in postcolonial America and Africa, and Asian Englishes in the Outer Circle, to Creole development in the UK and US, English as a Lingua Franca, and the teaching and testing of World Englishes draws on a range of real texts, data and examples, including articles from the New York Times, Straits Times and The Economist, emails, texts and transcripts of speech provides classic readings by some of the key names in the discipline including David Crystal, David Graddol, Ngugi Wa Thiong'o, Alastair Pennycook, and Henry Widdowson. The accompanying website can be found at http://www.routledge.com/textbooks/9780415466127*9780415466127
Erasure*Percival L. Everett*http://books.google.com/books/content?id=3aFaAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api*No Publisher Info*2001*English*"""Novelist, college profesor, woodworker, and fly fisherman, Thelonious (Monk) Ellison has never allowed race to define his identity. But he is offended and angered by the success of We's Lives in Da Ghetto, the exploitive debut novel of a young, middle-class black woman who once visited ""some relatives in Harlem for a couple of days."" The book's success rankles all the more as Monk's own most recent novel has just notched its seventh rejection."" -- Jacket."*1584650907
Redeeming Love*Francine Rivers*http://books.google.com/books/content?id=EZbj-K8qjv4C&printsec=frontcover&img=1&zoom=1&source=gbs_api*Multnomah Pub*1997*English*This is a life-changing story of God's unconditional, redemptive, all-consuming love.*1576738167
The Crying of Lot 49*Thomas Pynchon*http://books.google.com/books/content?id=51oT_Xk3TIUC&printsec=frontcover&img=1&zoom=1&source=gbs_api*Harper Collins*1986-01-22*English*The highly original satire about Oedipa Maas, a woman who finds herself enmeshed in a worldwide conspiracy, meets some extremely interesting characters, and attains a not inconsiderable amount of self knowledge.*9780060913076
Harry Potter and the Chamber of Secrets*J. K. Rowling*http://books.google.com/books/content?id=SIVFnGJjZFQC&printsec=frontcover&img=1&zoom=1&source=gbs_api*cathy brackat*1999*English*Between the new spirit spooking his school and the mysterious forces that turn students into stone, Harry has a lot on his mind as he begins his second year at Hogwarts School of Witchcraft and Wizardry.*0439064864
Harry Potter and the Prisoner of Azkaban*J. K. Rowling*http://books.google.com/books/content?id=swJWQ5qq804C&printsec=frontcover&img=1&zoom=1&source=gbs_api*Scholastic*1999*English*During his third year at Hogwarts School for Witchcraft and Wizardry, Harry Potter must confront the devious and dangerous wizard responsible for his parents' deaths.*0439136350
T is for Trespass*Sue Grafton*http://books.google.com/books/content?id=en6wngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api*Berkley Publishing Group*2008-11-25*English*The latest installment in a best-selling series shifts readers to the voice of sociopath Solana Rojas, who uses a stolen identity as a private caregiver to gain access to her intended victims while endeavoring to outmaneuver private investigator Kinsey Millhone. Reprint.*9780425224847
Living Abroad in Japan*Ruth Kanagy*http://books.google.com/books/content?id=8L_wHwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api*Avalon Travel Pub*2008*English*Kanagy is an expert on Japanese culture and works as a travel systems consultant, leading cycling tours of Japan. In this handbook, she provides insight and firsthand advice on navigating the language and culture of Japan. Photos, many in full color.*9781598800913
The Complete Poems of Emily Dickinson*No Author Listed*No Cover Image*No Publisher Info*No Publish Date Listed*English*No Description Given*0316184136
World War One British Poets*Candace Ward*http://books.google.com/books/content?id=e4e0vxjeKtkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api*Courier Corporation*1997*English*An introduction to the physical characteristics, behavior, and habitat of brown recluse spiders.*0486295680
Awakening*Kate Chopin*http://books.google.com/books/content?id=I5_DUfn_GukC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api*Harper Collins*1982-02-10*English*"""She grew daring and reckless. Overestimating her strength. She wanted to swim far out. Where no woman had swum before."""*0380002450
Bah! hum-bug!*Ron BarrettPatty Brown*No Cover Image*Pocket*1992-11-01*English*Offers a humorous look at Christmas chores, shopping, decorating, pageants, office parties, annoyances, and disappointments*0671796003
The optimist*Joshua Mehigan*http://books.google.com/books/content?id=G-1lAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api*No Publisher Info*2004-12-15*English*The Optimist was nominated for the Los Angeles Times Book Prize. In Joshua Mehigan's award-winning poetry, one encounters a vision driven by an amazing facility with the metrical line. Most of the poems in The Optimist use traditional poetic technique. Whether narrative or lyric, dramatic or satirical, Mehigan's poems explore death, desire, and change with a mixture of reason and compassion.*0821416111
